Zipcode;City;Region
1914;Isérables;VS
1918;La Tzoumaz;VS
1919;Martigny Mutuel;VS
1920;Martigny Bourg;VS
1920;Martigny rue Avou.;VS
1920;Martigny;VS
1920;Martigny 1;VS
1920;Martigny 1 Dist;VS
1921;Martigny-Croix;VS
1922;Granges (Salvan);VS
1922;Salvan;VS
1923;Les Marécottes;VS
1923;Le Trétien;VS
1925;Le Châtelard VS;VS
1925;Finhaut;VS
1926;Fully;VS
1926;Fully Dist;VS
1927;Chemin;VS
1928;Ravoire;VS
1929;Trient;VS
1930;Vétroz CALL;VS
1932;Bovernier;VS
1932;Les Valettes;VS
1933;Vens(Sembrancher);VS
1933;La Garde;VS
1933;Sembrancher;VS
1933;Chamoille;VS
1934;Le Châble VS Dist;VS
1934;Le Châble VS;VS
1934;Bruson;VS
1936;Verbier;VS
1937;Orsières;VS
1938;Champex-Lac;VS
1940;Vétroz CIRCLE;VS
1941;Cries (Vollèges);VS
1941;Vollèges;VS
1942;Levron;VS
1943;Praz-de-Fort;VS
1944;La Fouly VS;VS
1945;Fontaine Dessous;VS
1945;Dranse (Liddes);VS
1945;Vichères (Liddes);VS
1945;Palasuit (Liddes);VS
1945;Liddes;VS
1945;Fontaine Dessus;VS
1945;Rive Haute(Liddes);VS
1945;Fornex(Liddes);VS
1945;Les Moulins VS;VS
1945;Chez Petit(Liddes);VS
1945;Petit Vichères;VS
1945;Chandonne (Liddes);VS
1946;Bourg-St-Pierre;VS
1947;Champsec;VS
1947;Versegères;VS
1948;Fionnay;VS
1948;Lourtier;VS
1948;Sarreyer;VS
1950;Sion;VS
1950;Sion 1 Dist;VS
1950;Sion 2;VS
1950;Sion rue Casernes;VS
1950;Sion 1;VS
1950;Sion 4;VS
1950;Sion Caserne;VS
1951;Sion;VS
1951;Sion car postal;VS
1953;Sion RZ;VS
1955;St-Pierre-Clages;VS
1955;Mayens-de-Chamoson;VS
1955;Les Vérines;VS
1955;Némiaz (Chamoson);VS
1955;Chamoson;VS
1955;Grugnay (Chamoson);VS
1957;Ardon;VS
1958;Uvrier;VS
1958;St-Léonard;VS
1960;Vétroz CCR;VS
1960;Vétroz Tri;VS
1961;Vernamiège;VS
1962;Pont-de-la-Morge;VS
1963;Vétroz;VS
1963;Vétroz Dist;VS
1964;Conthey;VS
1964;Conthey Dist;VS
1965;Savièse Dist;VS
1965;Savièse;VS
1966;Signèse (Ayent);VS
1966;St-Romain (Ayent);VS
1966;Villa (Ayent);VS
1966;La Place (Ayent);VS
1966;Luc (Ayent);VS
1966;Botyre (Ayent);VS
1966;Blignou (Ayent);VS
1966;Ayent;VS
1966;Fortunau (Ayent);VS
1966;Saxonne (Ayent);VS
1966;Argnou (Ayent);VS
1967;Bramois;VS
1968;Mase;VS
1969;St-Martin VS;VS
1969;Liez (St-Martin);VS
1969;Trogne (St-Martin);VS
1969;Eison (St-Martin);VS
1969;Suen (St-Martin);VS
1971;Grimisuat;VS
1971;Champlan;VS
1972;Anzère;VS
1973;Nax;VS
1974;Arbaz;VS
1975;St-Séverin;VS
1976;Erde;VS
1976;Daillon;VS
1976;Aven;VS
1977;Icogne;VS
1978;Lens;VS
1981;Vex;VS
1982;Euseigne;VS
1983;Evolène;VS
1983;Lanna;VS
1984;La Tour VS;VS
1984;Les Haudères;VS
1985;La Sage;VS
1985;La Forclaz VS;VS
1985;Villa (Evolène);VS
1986;Arolla;VS
1987;Hérémence;VS
1988;Thyon;VS
1988;Les Collons;VS
1988;Thyon-Les Collons;VS
1991;Pravidondaz;VS
1991;Salins;VS
1991;Arvillard (Salins);VS
1991;Turin (Salins);VS
1991;Misériez (Salins);VS
1992;Les Mayens-de-Sion;VS
1992;La Vernaz;VS
1992;Les Agettes;VS
1992;Crête-à-l'Oeil;VS
1993;Clèbes (Nendaz);VS
1993;Veysonnaz;VS
1994;Aproz (Nendaz);VS
1996;Beuson (Nendaz);VS
1996;Baar (Nendaz);VS
1996;Condémines (Nendaz;VS
1996;Saclentse;VS
1996;Fey (Nendaz);VS
1996;Basse-Nendaz;VS
1996;Brignon (Nendaz);VS
1996;Bieudron (Nendaz);VS
1997;Haute-Nendaz;VS
1997;Sornard (Nendaz);VS
1997;Siviez (Nendaz);VS
2000;Neuchâtel;NE
2000;Neuchâtel 2;NE
2000;Neuchâtel 2 Dist;NE
2001;Neuchâtel Numa-Dr.;NE
2001;Neuchâtel 1 Dépôt;NE
2001;Neuchâtel 1;NE
2002;Neuchâtel 2;NE
2003;Neuchâtel 3;NE
2004;Neuchâtel Ecluse;NE
2006;Neuchâtel Vauseyon;NE
2007;Neuchâtel 7;NE
2009;Neuchâtel La C.;NE
2010;Neuchâtel OFS;NE
2012;Auvernier;NE
2013;Boudry Dist Ba;NE
2013;Colombier NE;NE
2013;Colombier NE Cas;NE
2013;Colombier NE Dist;NE
2014;Bôle;NE
2015;Areuse;NE
2016;Cortaillod;NE
2017;Boudry;NE
2019;Rochefort;NE
2019;Chambrelien;NE
2022;Bevaix;NE
2023;Gorgier;NE
2024;St-Aubin-Sauges;NE
2025;Chez-le-Bart;NE
2027;Fresens;NE
2027;Montalchez;NE
2028;Vaumarcus;NE
2034;Peseux;NE
2035;Corcelles NE;NE
2035;Corcelles NE Dist;NE
2036;Cormondrèche;NE
2037;Montezillon;NE
2037;Montmollin;NE
2042;Valangin;NE
2043;Boudevilliers;NE
2046;Fontaines NE;NE
2052;La Vue-des-Alpes;NE
2052;Fontainemelon;NE
2053;Cernier;NE
2054;Chézard-St-Martin;NE
2054;Les Vieux-Prés;NE
2056;Dombresson;NE
2057;Villiers;NE
2058;Le Pâquier NE;NE
2063;Vilars NE;NE
2063;Fenin;NE
2063;Saules;NE
2063;Engollon;NE
2065;Savagnier;NE
2067;Chaumont;NE
2068;Hauterive NE;NE
2072;St-Blaise;NE
2073;Enges;NE
2074;Marin-Centre;NE
2074;Marin-Epagnier Lys;NE
2074;Marin-Epagnier;NE
2074;Marin-Epagnier Dis;NE
2075;Thielle;NE
2075;Wavre;NE
2087;Cornaux NE;NE
2088;Cressier NE;NE
2103;Noiraigue;NE
2105;Travers;NE
2108;Couvet;NE
2112;Môtiers NE;NE
2113;Boveresse;NE
2114;Fleurier;NE
2115;Buttes;NE
2116;Mont-de-Buttes;NE
2117;La Côte-aux-Fées;NE
2123;St-Sulpice NE;NE
2124;Les Sagnettes;NE
2126;Les Verrières;NE
2127;Les Bayards;NE
2149;Fretereules;NE
2149;Champ-du-Moulin;NE
2149;Brot-Dessous;NE
2206;Geneveys-Coffrane;NE
2207;Coffrane;NE
2208;Les Hauts-Geneveys;NE
2300;Chdfds 1 Dist;NE
2300;La Chaux-de-Fonds;NE
2300;La Chaux-de-Fds 1;NE
2300;La Cibourg;NE
2301;La Chx-de-Fonds 1;NE
2301;La Chx-de-F. Combe;NE
2301;La Chaux-de-Fonds;NE
2302;La Chaux-de-Fonds;NE
2303;La Chaux-de-Fonds;NE
2304;La Chx-de-F. Eplat;NE
2305;La Chaux-de-Fonds;NE
2314;La Sagne NE;NE
2316;Ponts-de-Martel;NE
2316;Petit-Martel;NE
2318;Brot-Plamboz;NE
2322;Le Crêt-du-Locle;NE
2325;Les Planchettes;NE
2333;La Cibourg;BE
2333;La Ferrière;BE
2336;Les Bois;JU
2338;Les Emibois;JU
2338;Muriaux;JU
2340;Le Noirmont Dist;JU
2340;Le Noirmont;JU
2345;Chaux-des-Breuleux;JU
2345;Les Breuleux;JU
2345;Le Cerneux-Veusil;JU
2350;Saignelégier;JU
2353;Les Pommerats;JU
2354;Goumois;JU
2360;Le Bémont JU;JU
2362;Montfavergier;JU
2362;Montfaucon;JU
2363;Les Enfers;JU
2364;St-Brais;JU
2400;Le Prévoux;NE
2400;Le Locle Dist;NE
2400;Le Locle;NE
2405;La Chaux-du-Milieu;NE
2406;La Brévine;NE
2406;Le Brouillet;NE
2406;Les Taillères;NE
2406;La Châtagne;NE
2414;Cerneux-Péquignot;NE
2416;Les Brenets;NE
2500;Biel/Bienne 1;BE
2500;Biel/Bienne 6;BE
2500;Biel/Bienne;BE
2500;Biel/Bienne 3;BE
2500;Biel/Bienne 8;BE
2500;Biel/Bienne Zust;BE
2500;Biel 1 Annahme;BE
2500;Biel/Bienne Rennw.;BE
2500;Biel/Bienne J.P.;BE
2500;Biel/Bienne 7;BE
2500;Biel/Bienne 10;BE
2500;Biel/Bienne B/G GK;BE
2501;Biel/Bienne;BE
2502;Biel/Bienne;BE
2503;Biel/Bienne;BE
2504;Biel/Bienne;BE
2505;Biel/Bienne;BE
2510;Biel/Bienne DistBa;BE
2512;Tüscherz-Alfermée;BE
2513;Twann;BE
2514;Ligerz;BE
2515;Prêles;BE
2516;Lamboing;BE
2517;Diesse;BE
2518;Nods;BE
2520;La Neuveville;BE
2520;La Neuveville Dist;BE
2523;Lignières;NE
2525;Le Landeron;NE
2532;Magglingen/Macolin;BE
2533;Evilard;BE
2534;Orvin;BE
2534;Les Prés-d'Orvin;BE
2535;Frinvillier;BE
2536;Plagne;BE
2537;Vauffelin;BE
2538;Romont BE;BE
2540;Grenchen Maienstr.;SO
2540;Grenchen;SO
2540;Grenchen 1;SO
2540;Grenchen Schmelzi;SO
2540;Grenchen Zust;SO
2542;Pieterlen;BE
2543;Lengnau BE;BE
2544;Bettlach;SO
2544;Bettlach Zust;SO
2545;Selzach;SO
2552;Orpund;BE
2553;Safnern;BE
2554;Meinisberg;BE
2555;Brügg BE;BE
2556;Scheuren;BE
2556;Schwadernau;BE
2557;Studen BE;BE
2558;Aegerten;BE
2560;Nidau;BE
2560;Nidau Weyermatt;BE
2562;Port;BE
2563;Ipsach;BE
2564;Bellmund;BE
2565;Jens;BE
2572;Mörigen;BE
2572;Sutz;BE
2575;Hagneck;BE
2575;Gerolfingen;BE
2575;Täuffelen;BE
2576;Lüscherz;BE
2577;Siselen BE;BE
2577;Finsterhennen;BE
2603;Péry;BE
2604;La Heutte;BE
2605;Sonceboz-Sombeval;BE
2606;Corgémont;BE
2607;Cortébert;BE
2608;Courtelary;BE
2608;Mtgne-Courtelary;BE
2610;St-Imier;BE
2610;St-Imier Dist;BE
2610;Les Pontins;BE
2610;Mont-Soleil;BE
2610;Mont-Crosin;BE
2612;Cormoret;BE
2613;Villeret;BE
2615;Sonvilier;BE
2615;Montagne-Sonvilier;BE
2616;La Cibourg;BE
2616;Renan BE;BE
2710;Tavannes;BE
2712;Le Fuet;BE
2713;Bellelay;BE
2714;Le Prédame;JU
2714;Les Genevez JU;JU
2715;Monible;BE
2715;Châtelat;BE
2715;Châtelat-Monible;BE
2716;Sornetan;BE
2717;Fornet-Dessous;BE
2717;Rebévelier;BE
2718;Lajoux JU;JU
2718;Fornet-Dessus;JU
2720;Tramelan;BE
2720;La Tanne;BE
2720;Tramelan Dist;BE
2722;Les Reussilles;BE
2723;Mont-Tramelan;BE
2732;Saules BE;BE
2732;Reconvilier;BE
2732;Saicourt;BE
2732;Loveresse;BE
2733;Pontenet;BE
2735;Malleray-Bévilard;BE
2735;Champoz;BE
2735;Bévilard;BE
2735;Malleray;BE
2736;Sorvilier;BE
2738;Court;BE
2740;Moutier 1 Dist;BE
2740;Moutier;BE
2742;Perrefitte;BE
2743;Eschert;BE
2744;Belprahon;BE
2745;Grandval;BE
2746;Crémines;BE
2747;Seehof;BE
2747;Corcelles BE;BE
2748;Souboz;BE
2748;Les Ecorcheresses;BE
2762;Roches BE;BE
2800;Delémont;JU
2800;Delémont 1;JU
2800;Delémont 2;JU
2800;Delémont 1 Dist;JU
2800;Delémont car post;JU
2800;Delémont Dist Ba;JU
2802;Develier PostAuto;JU
2802;Develier;JU
2803;Bourrignon;JU
2805;Soyhières;JU
2806;Mettembert;JU
2807;Pleigne;JU
2807;Lucelle;JU
2812;Movelier;JU
2813;Ederswiler;JU
2814;Roggenburg;BL
2822;Courroux;JU
2823;Courcelon;JU
2824;Vicques;JU
2825;Courchapoix;JU
2826;Corban;JU
2827;Mervelier;JU
2827;Schelten;BE
2828;Montsevelier;JU
2829;Vermes;JU
2830;Courrendlin;JU
2830;Vellerat;JU
2832;Rebeuvelier;JU
2842;Rossemaison;JU
2843;Châtillon JU;JU
2852;Courtételle;JU
2853;Courfaivre;JU
2854;Bassecourt;JU
2855;Glovelier;JU
2856;Boécourt;JU
2857;Montavon;JU
2863;Undervelier;JU
2864;Soulce;JU
2873;Saulcy;JU
2882;St-Ursanne;JU
2883;Montmelon;JU
2884;Montenol;JU
2885;Epauvillers;JU
2886;Epiquerez;JU
2887;Soubey;JU
2888;Seleute;JU
2889;Ocourt;JU
2900;Porrentruy 1;JU
2900;Porrentruy;JU
2900;Porrentruy 2;JU
2900;Porrentruy Caserne;JU
2900;Porrentruy 1 Dist;JU
2902;Fontenais;JU
2903;Villars-Fontenais;JU
2904;Bressaucourt;JU
2905;Courtedoux;JU
2906;Chevenez;JU
2907;Rocourt;JU
2908;Grandfontaine;JU
2912;Réclère;JU
2912;Roche-d'Or;JU
2914;Damvant;JU
2915;Bure;JU
2916;Fahy;JU
2922;Courchavon;JU
2923;Courtemaîche;JU
2924;Montignez;JU
2925;Buix;JU
2926;Boncourt;JU
2932;Coeuve;JU
2933;Damphreux;JU
2933;Lugnez;JU
2935;Beurnevésin;JU
2942;Alle;JU
2943;Vendlincourt;JU
2944;Bonfol;JU
2946;Miécourt;JU
2947;Charmoille;JU
2950;Courgenay;JU
2950;Courtemautruy;JU
2952;Cornol;JU
2953;Pleujouse;JU
2953;Fregiécourt-Pleuj;JU
2953;Fregiécourt;JU
2954;Asuel;JU
3000;Bern Europaplatz;BE
3000;Bern 9;BE
3000;Bern 22;BE
3000;Bern 60 UPD;BE
3000;Bern 22 Kaserne;BE
3000;Bern;BE
3000;Bern 8;BE
3000;Bern 15;BE
3000;Bern Fischermätt.;BE
3000;Bern Spitalacker;BE
3000;Bern Freudenberger;BE
3000;Bern Radio Schweiz;BE
3000;Bern Brünnen;BE
3000;Bern Lorraine;BE
3000;Bern 6;BE
3000;Bern 13;BE
3000;Bern 14;BE
3000;Bern 16;BE
3000;Bern Sulgenbach;BE
3000;Bern Postauto;BE
3000;Bern 65;BE
3000;Bern 1 PostParc;BE
3000;Bern Weissenbühl;BE
3000;Bern Bogenschützen;BE
3001;Bern SPS;BE
3001;Bern;BE
3002;Bern PostFinance;BE
3003;Bern;BE
3004;Bern;BE
3005;Bern;BE
3006;Bern;BE
3007;Bern;BE
3008;Bern;BE
3010;Bern;BE
3011;Bern;BE
3012;Bern;BE
3013;Bern;BE
3014;Bern;BE
3015;Bern Weltpoststr;BE
3015;Bern;BE
3017;Bern Zustellung;BE
3018;Bern;BE
3018;Bern Freiburgstr;BE
3019;Bern;BE
3020;Bern;BE
3024;Bern;BE
3027;Bern;BE
3029;Bern;BE
3030;Bern;BE
3030;Bern PAS;BE
3030;Bern KC PK 5;BE
3030;Bern PL3;BE
3030;Bern Finform;BE
3032;Hinterkappelen;BE
3033;Wohlen b. Bern;BE
3034;Murzelen;BE
3035;Frieswil;BE
3036;Detligen;BE
3037;Herrenschwanden;BE
3038;Kirchlindach;BE
3039;Bern PF OC;BE
3040;Bern BPMP;BE
3040;Bern Verarb.zentr.;BE
3041;Bern UBS;BE
3042;Ortschwaben;BE
3043;Uettligen;BE
3044;Innerberg;BE
3045;Meikirch;BE
3046;Wahlendorf;BE
3047;Bremgarten b. Bern;BE
3048;Worblaufen;BE
3049;Säriswil;BE
3050;Bern DS;BE
3050;Bern Swisscom;BE
3052;Zollikofen Waldstr;BE
3052;Zollikofen;BE
3053;M'buchsee Zust;BE
3053;Münchenbuchsee;BE
3053;Deisswil Mbuchsee;BE
3053;Diemerswil;BE
3053;Wiggiswil;BE
3053;Lätti;BE
3054;Schüpfen;BE
3063;Ittigen;BE
3063;Ittigen Talgut-Z.;BE
3065;Bolligen;BE
3065;Bolligen Dorf;BE
3066;Stettlen;BE
3067;Boll;BE
3068;Utzigen;BE
3071;Ostermundigen Sort;BE
3071;O'mundigen Dist Ba;BE
3071;Ostermundigen Zust;BE
3071;Ostermundigen KATA;BE
3072;Ostermundigen;BE
3072;Ostermundigen Ober;BE
3072;Ostermundigen 1;BE
3073;Gümligen;BE
3073;Gümligen Füllerich;BE
3073;Gümligen Zust;BE
3074;Muri b. Bern;BE
3075;Vielbringen Worb;BE
3075;Rüfenacht BE;BE
3076;Worb;BE
3076;Worb Zustellung;BE
3077;Enggistein;BE
3078;Richigen;BE
3080;Ostermundigen CIRC;BE
3082;Schlosswil;BE
3083;Trimstein;BE
3084;Wabern;BE
3085;Wabern Weihnachten;BE
3086;Zimmerwald;BE
3086;Englisberg;BE
3087;Niedermuhlern;BE
3088;Rüeggisberg;BE
3088;Oberbütschel;BE
3089;Hinterfultigen;BE
3090;Ostermundigen CALL;BE
3095;Spiegel b. Bern;BE
3096;Oberbalm;BE
3097;Liebefeld;BE
3098;Köniz;BE
3098;Schliern b. Köniz;BE
3098;Köniz Stapfenstr.;BE
3099;Rüti b. Riggisberg;BE
3110;Münsingen;BE
3110;Münsingen Zust;BE
3111;Tägertschi;BE
3112;Allmendingen b. BE;BE
3113;Rubigen;BE
3114;Wichtrach;BE
3115;Gerzensee;BE
3116;Mühledorf BE;BE
3116;Noflen BE;BE
3116;Kirchdorf BE;BE
3122;Kehrsatz;BE
3123;Belp Zustellung;BE
3123;Belp Rubigenstr;BE
3123;Belp;BE
3124;Belpberg;BE
3125;Toffen;BE
3126;Gelterfingen;BE
3126;Kaufdorf;BE
3127;Lohnstorf;BE
3127;Mühlethurnen;BE
3128;Kirchenthurnen;BE
3128;Rümligen;BE
3132;Riggisberg;BE
3144;Gasel;BE
3145;Niederscherli;BE
3147;Mittelhäusern;BE
3148;Lanzenhäusern;BE
3150;Schwarzenburg;BE
3150;Schwarzenburg Zust;BE
3152;Mamishaus;BE
3153;Rüschegg Gambach;BE
3154;Rüschegg Heubach;BE
3155;Helgisried;BE
3156;Riffenmatt;BE
3157;Milken;BE
3158;Guggisberg;BE
3159;Riedstätt;BE
3172;Niederwangen BE;BE
3173;Oberwangen b. Bern;BE
3174;Thörishaus;BE
3175;Flamatt;FR
3175;Flamatt Zustellung;FR
3176;Neuenegg;BE
3177;Laupen BE;BE
3178;Bösingen;FR
3179;Kriechenwil;BE
3182;Ueberstorf;FR
3183;Albligen;BE
3184;Wünnewil;FR
3185;Schmitten FR;FR
3186;Düdingen;FR
3202;Frauenkappelen;BE
3203;Mühleberg;BE
3204;Rosshäusern;BE
3205;Gümmenen;BE
3206;Biberen;BE
3206;Gammen;BE
3206;Wallenbuch;FR
3206;Rizenbach;BE
3206;Ferenbalm;BE
3207;Wileroltigen;BE
3207;Golaten;BE
3208;Gurbrü;BE
3210;Kerzers;FR
3210;Kerzers Zust;FR
3212;Kleingurmels;FR
3212;Gurmels;FR
3213;Kleinbösingen;FR
3213;Liebistorf;FR
3214;Ulmiz;FR
3215;Gempenach;FR
3215;Lurtigen;FR
3215;Büchslen;FR
3216;Ried b. Kerzers;FR
3216;Agriswil;FR
3225;Müntschemier;BE
3226;Treiten;BE
3232;Ins;BE
3233;Tschugg;BE
3234;Vinelz;BE
3235;Erlach;BE
3236;Gampelen;BE
3237;Brüttelen;BE
3238;Gals;BE
3250;Lyss;BE
3250;Lyss Zustellung;BE
3250;Lyss Kaserne;BE
3250;Lyss Werkstrasse;BE
3251;Ruppoldsried;BE
3251;Wengi b. Büren;BE
3252;Worben;BE
3253;Schnottwil;SO
3254;Messen;SO
3254;Balm b. Messen;SO
3255;Rapperswil BE;BE
3256;Bangerten;BE
3256;Dieterswil;BE
3256;Seewil;BE
3257;Grossaffoltern;BE
3257;Ammerzwil BE;BE
3262;Suberg;BE
3263;Büetigen;BE
3264;Diessbach b. Büren;BE
3266;Wiler b. Seedorf;BE
3267;Seedorf BE;BE
3268;Lobsigen;BE
3270;Aarberg;BE
3271;Radelfingen;BE
3272;Epsach;BE
3272;Walperswil;BE
3273;Kappelen;BE
3274;Hermrigen;BE
3274;Bühl BE;BE
3274;Merzligen;BE
3280;Meyriez;FR
3280;Murten Zustellung;FR
3280;Murten;FR
3280;Greng;FR
3282;Bargen BE;BE
3283;Kallnach;BE
3283;Niederried b. Kall;BE
3284;Fräschels;FR
3285;Galmiz;FR
3286;Muntelier;FR
3292;Busswil BE;BE
3293;Dotzigen;BE
3294;Büren an der Aare;BE
3294;Meienried;BE
3294;Büren a.A. Zust;BE
3295;Rüti b. Büren;BE
3296;Arch;BE
3297;Leuzigen;BE
3298;Oberwil b. Büren;BE
3302;Moosseedorf;BE
3303;Jegenstorf;BE
3303;Münchringen;BE
3303;Zuzwil BE;BE
3303;Ballmoos;BE
3305;Iffwil;BE
3305;Scheunen;BE
3306;Etzelkofen;BE
3307;Brunnenthal;SO
3308;Grafenried;BE
3309;Kernenried;BE
3309;Zauggenried;BE
3312;Fraubrunnen;BE
3313;Büren zum Hof;BE
3314;Schalunen;BE
3315;Bätterkinden;BE
3315;Kräiligen;BE
3317;Mülchi;BE
3317;Limpach;BE
3321;Schönbühl EKZ;BE
3322;Urtenen-Schönbühl;BE
3322;Mattstetten;BE
3322;Urtenen-S. Z-Platz;BE
3322;Urtenen-S Zust;BE
3323;Bäriswil BE;BE
3324;Mötschwil;BE
3324;Hindelbank;BE
3325;Hettiswil;BE
3326;Krauchthal;BE
3360;Hbuchsee Zust;BE
3360;Herzogenbuchsee;BE
3360;Herzogenbuchs. Lag;BE
3362;Niederönz;BE
3363;Oberönz;BE
3365;Seeberg;BE
3365;Grasswil;BE
3366;Bettenhausen;BE
3366;Bollodingen;BE
3367;Thörigen;BE
3367;Ochlenberg;BE
3368;Bleienbach;BE
3372;Wanzwil;BE
3373;Röthenbach Hbsee;BE
3373;Heimenhausen;BE
3374;Wangenried;BE
3375;Inkwil;BE
3376;Berken;BE
3376;Graben;BE
3377;Walliswil b.Wangen;BE
3380;Walliswil-Nbipp;BE
3380;Wangen an der Aare;BE
3380;Wangen B'hofallee;BE
3380;Wangen Kaserne;BE
3400;Burgdorf;BE
3400;Burgdorf Dist Fil;BE
3400;Burgdorf PF mob;BE
3400;Burgdorf Bahnhof;BE
3400;Burgdorf 1;BE
3400;Burgdorf Zust;BE
3400;Burgdorf Filiale;BE
3401;Burgdorf;BE
3402;Burgdorf;BE
3412;Heimiswil;BE
3413;Kaltacker;BE
3414;Oberburg;BE
3415;Schafhausen i. E.;BE
3415;Hasle-Rüegsau Zust;BE
3415;Hasle-Rüegsau;BE
3415;Rüegsauschachen;BE
3415;Hasle b. Burgdorf;BE
3416;Affoltern BE;BE
3417;Rüegsau;BE
3418;Rüegsbach;BE
3419;Biembach;BE
3421;Rüti b. Lyssach;BE
3421;Lyssach;BE
3422;Rüdtligen;BE
3422;Alchenflüh;BE
3422;Kirchberg BE;BE
3422;Kirchberg BE Zust;BE
3423;Ersigen;BE
3424;Niederösch;BE
3424;Oberösch;BE
3425;Koppigen;BE
3425;Willadingen;BE
3426;Aefligen;BE
3427;Utzenstorf;BE
3428;Wiler b.Utzenstorf;BE
3429;Höchstetten-Hells;BE
3429;Höchstetten;BE
3429;Hellsau;BE
3432;Lützelflüh-Goldb;BE
3433;Schwanden i. E.;BE
3434;Obergoldbach;BE
3434;Landiswil;BE
3435;Ramsei;BE
3436;Zollbrück;BE
3437;Rüderswil;BE
3438;Lauperswil;BE
3439;Ranflüh;BE
3452;Grünenmatt;BE
3453;Heimisbach;BE
3454;Sumiswald Zust;BE
3454;Sumiswald;BE
3455;Grünen;BE
3456;Trachselwald;BE
3457;Wasen im Emmental;BE
3462;Weier im Emmental;BE
3463;Häusernmoos;BE
3464;Schmidigen-Mühlew;BE
3465;Dürrenroth;BE
3472;Rumendingen;BE
3472;Wynigen;BE
3473;Alchenstorf;BE
3474;Rüedisbach;BE
3475;Riedtwil;BE
3475;Hermiswil;BE
3476;Oschwand;BE
3503;Gysenstein;BE
3504;Niederhünigen;BE
3504;Oberhünigen;BE
3506;Grosshöchstetten;BE
3507;Biglen;BE
3508;Arni BE;BE
3510;Freimettigen;BE
3510;Häutligen;BE
3510;Konolfingen;BE
3512;Walkringen;BE
3513;Bigenthal;BE
3531;Oberthal;BE
3532;Zäziwil;BE
3532;Mirchel;BE
3533;Bowil;BE
3534;Signau;BE
3535;Schüpbach;BE
3536;Aeschau;BE
3537;Eggiwil;BE
3537;Eggiwil Zustellung;BE
3538;Röthenbach i. E.;BE
3543;Emmenmatt;BE
3550;Langnau i. E.;BE
3550;Langnau i. E. Zust;BE
3550;Langnau i. E.Bahn;BE
3551;Oberfrittenbach;BE
3552;Bärau;BE
3553;Gohl;BE
3555;Trubschachen;BE
3556;Trub;BE
3557;Fankhaus (Trub);BE
3600;Thun 2 Zustellung;BE
3600;Thun Dist Ba;BE
3600;Thun Aarestrasse;BE
3600;Thun;BE
3601;Thun Aarezentrum;BE
3602;Thun;BE
3603;Thun;BE
3604;Thun;BE
3605;Thun;BE
3607;Thun;BE
3608;Thun;BE
3609;Thun;BE
3612;Steffisburg 1 Zust;BE
3612;Steffisburg;BE
3613;Steffisburg;BE
3613;Steffisburg a.B.;BE
3614;Unterlangenegg;BE
3615;Heimenschwand;BE
3616;Schwarzenegg;BE
3617;Fahrni b. Thun;BE
3618;Süderen;BE
3619;Eriz;BE
3622;Homberg b. Thun;BE
3623;Teuffenthal BE;BE
3623;Buchen BE;BE
3623;Horrenbach;BE
3624;Schwendibach;BE
3624;Goldiwil (Thun);BE
3625;Heiligenschwendi;BE
3626;Hünibach;BE
3627;Heimberg;BE
3628;Uttigen;BE
3629;Kiesen;BE
3629;Jaberg;BE
3629;Oppligen;BE
3631;Höfen b. Thun;BE
3632;Niederstocken;BE
3632;Oberstocken;BE
3633;Amsoldingen;BE
3634;Thierachern;BE
3635;Uebeschi;BE
3636;Längenbühl;BE
3636;Forst;BE
3638;Blumenstein;BE
3638;Pohlern;BE
3645;Gwatt Lohnerstr;BE
3645;Gwatt (Thun);BE
3645;Zwieselberg;BE
3646;Einigen;BE
3647;Reutigen;BE
3652;Hilterfingen;BE
3653;Oberhofen Thun'see;BE
3654;Gunten;BE
3655;Sigriswil;BE
3656;Tschingel;BE
3656;Ringoldswil;BE
3656;Aeschlen ob Gunten;BE
3657;Schwanden Sigrisw;BE
3658;Merligen;BE
3661;Uetendorf;BE
3661;Uetendorf Zust;BE
3662;Seftigen;BE
3663;Gurzelen;BE
3664;Burgistein;BE
3665;Wattenwil;BE
3671;Herbligen;BE
3671;Brenzikofen;BE
3672;Oberdiessbach;BE
3672;Aeschlen;BE
3673;Linden;BE
3674;Bleiken;BE
3700;Spiezwiler;BE
3700;Spiez Zustellung;BE
3700;Spiez;BE
3702;Hondrich;BE
3703;Aeschi b. Spiez;BE
3703;Aeschiried;BE
3704;Krattigen;BE
3705;Faulensee;BE
3706;Leissigen;BE
3707;Därligen;BE
3711;Emdthal;BE
3711;Mülenen;BE
3713;Reichenbach i. K.;BE
3714;Wengi b. Frutigen;BE
3714;Frutigen;BE
3714;Frutigen Zust;BE
3715;Adelboden;BE
3715;Adelboden Zust;BE
3716;Kandergrund;BE
3717;Blausee-Mitholz;BE
3718;Kandersteg;BE
3722;Scharnachtal;BE
3723;Kiental;BE
3724;Ried (Frutigen);BE
3725;Achseten;BE
3752;Wimmis Herrenmatte;BE
3752;Wimmis;BE
3753;Oey;BE
3754;Diemtigen;BE
3755;Horboden;BE
3756;Zwischenflüh;BE
3757;Schwenden;BE
3758;Latterbach;BE
3762;Erlenbach i. S.;BE
3763;Därstetten;BE
3764;Weissenburg;BE
3765;Oberwil i. S.;BE
3766;Boltigen;BE
3770;Zweisimmen Zust;BE
3770;Zweisimmen;BE
3771;Blankenburg;BE
3772;St. Stephan;BE
3773;Matten(St.Stephan);BE
3775;Lenk im Simmental;BE
